54.633,96.484,43.873,0.10505
54.939,97.025,44.433,0.14597
54.939,97.025,44.433,0.15912
54.834,96.84,43.967,0.16367
54.834,96.84,43.967,0.16773
54.834,96.84,43.967,0.17451
54.834,96.84,43.967,0.17623
54.834,96.84,43.967,0.17786
54.834,96.84,43.967,0.17952
54.834,96.84,43.967,0.18114
54.633,96.484,43.873,0.18277
54.633,96.484,43.873,0.1844
54.633,96.484,43.873,0.18596
54.633,96.484,43.873,0.18757
54.633,96.484,43.873,0.18919
54.633,96.484,43.873,0.19087
54.633,96.484,43.873,0.19247
54.633,96.484,43.873,0.19409
54.633,96.484,43.873,0.19572
54.633,96.484,43.873,0.19732
54.633,96.484,43.873,0.19894
54.633,96.484,43.873,0.2007
54.633,96.484,43.873,0.20246
54.633,96.484,43.873,0.20425
54.633,96.484,43.873,0.2059
54.633,96.484,43.873,0.20758
54.633,96.484,43.873,0.20914
54.834,96.84,43.967,0.21082
54.834,96.84,43.967,0.21247
54.834,96.84,43.967,0.21409
54.834,96.84,43.967,0.21571
54.834,96.84,43.967,0.21733
54.834,96.84,43.967,0.21898
54.834,96.84,43.967,0.22062
54.834,96.84,43.967,0.22226
54.834,96.84,43.967,0.22389
54.834,96.84,43.967,0.22552
54.834,96.84,43.967,0.22714
54.834,96.84,43.967,0.22869
54.834,96.84,43.967,0.23033
54.834,96.84,43.967,0.23195
54.834,96.84,43.967,0.23357
54.834,96.84,43.967,0.23522
54.834,96.84,43.967,0.23683
54.834,96.84,43.967,0.23844
54.834,96.84,43.967,0.24006
54.834,96.84,43.967,0.24166
54.834,96.84,43.967,0.24325
54.834,96.84,43.967,0.24484
54.834,96.84,43.967,0.24636
54.834,96.84,43.967,0.24797
54.834,96.84,43.967,0.24958
54.834,96.84,43.967,0.25124
54.834,96.84,43.967,0.25284
54.834,96.84,43.967,0.25445
54.834,96.84,43.967,0.25606
54.834,96.84,43.967,0.25765
54.834,96.84,43.967,0.25926
54.834,96.84,43.967,0.2608
54.834,96.84,43.967,0.2624
54.834,96.84,43.967,0.264
54.834,96.84,43.967,0.26561
54.834,96.84,43.967,0.26721
54.834,96.84,43.967,0.26888
54.834,96.84,43.967,0.27057
54.834,96.84,43.967,0.27218
54.834,96.84,43.967,0.27377
54.834,96.84,43.967,0.27554
54.834,96.84,43.967,0.27722
54.738,96.67,44.338,0.27893
54.738,96.67,44.338,0.28058
54.738,96.67,44.338,0.28212
54.738,96.67,44.338,0.28374
54.738,96.67,44.338,0.2854
54.738,96.67,44.338,0.28701
54.738,96.67,44.338,0.28862
54.738,96.67,44.338,0.29025
54.738,96.67,44.338,0.29185
54.738,96.67,44.338,0.29347
54.738,96.67,44.338,0.29509
54.738,96.67,44.338,0.29662
54.738,96.67,44.338,0.29829
54.738,96.67,44.338,0.29984
54.738,96.67,44.338,0.30146
54.738,96.67,44.338,0.30306
54.738,96.67,44.338,0.30465
54.633,96.484,43.873,0.30626
54.633,96.484,43.873,0.30786
54.633,96.484,43.873,0.30948
54.633,96.484,43.873,0.3111
54.633,96.484,43.873,0.31273
54.633,96.484,43.873,0.31433
54.633,96.484,43.873,0.31593
54.633,96.484,43.873,0.31751
54.633,96.484,43.873,0.31915
54.633,96.484,43.873,0.32077
54.633,96.484,43.873,0.32236
54.633,96.484,43.873,0.32397
54.633,96.484,43.873,0.32556
54.939,97.025,44.433,0.3271
54.939,97.025,44.433,0.32869
54.939,97.025,44.433,0.33038
54.939,97.025,44.433,0.33197
54.939,97.025,44.433,0.3335
54.939,97.025,44.433,0.33514
54.939,97.025,44.433,0.33681
54.939,97.025,44.433,0.33845
54.939,97.025,44.433,0.34001
54.939,97.025,44.433,0.34166
54.939,97.025,44.433,0.3432
54.939,97.025,44.433,0.34482
54.939,97.025,44.433,0.34642
54.939,97.025,44.433,0.34807
54.939,97.025,44.433,0.34962
54.939,97.025,44.433,0.35128
54.939,97.025,44.433,0.35288
54.834,96.84,43.967,0.35452
54.834,96.84,43.967,0.35613
54.834,96.84,43.967,0.35773
54.834,96.84,43.967,0.35936
54.834,96.84,43.967,0.36097
54.834,96.84,43.967,0.36267
54.834,96.84,43.967,0.36429
54.834,96.84,43.967,0.36589
54.834,96.84,43.967,0.36749
