-0,0,0,0.1132
-234.24,-401.82,326.44,0.91803
234.24,401.82,-323.48,1.0044
-202.14,-346.76,280.14,1.0616
-0,0,0,1.1071
-234.24,-401.82,326.44,1.1811
-202.14,-346.76,282.68,1.2206
-203.38,-345.54,283.94,1.2586
-6.6604,-11.425,1418.8,1.3014
86.116,144.92,3360,1.3429
1637.2,-2404.6,6480.9,1.3879
951.23,-3516.9,10854,1.4331
3003.5,-5502.9,12336,1.4792
2382.6,-5919,12463,1.5237
2203.4,-5883.9,14523,1.5664
1603.9,-6047.1,13451,1.6074
3399.8,-7556.2,16058,1.6481
2441.1,-8145,15926,1.6921
537.91,-7819.9,16269,1.7354
282.46,-6969.1,13252,1.7791
1824.4,-7846.2,8969.9,1.822
-679.29,-8076.4,11343,1.8658
1204.7,-7527.8,4761,1.9093
1760.4,-7641.1,2590.1,1.9537
618.75,-8006.6,2606.7,1.9978
1136.3,-6082.8,-1324.2,2.0419
2776.1,-8919.4,-5442.5,2.0875
2613.5,-5682.2,-6930.4,2.1322
2083.1,-4937.3,-7487.7,2.1791
1351.2,-2714.9,-6603.4,2.2263
675.3,-2001.7,-5340.9,2.2735
546.82,-2825,-5254.3,2.3211
358.78,-2840.1,-5268.8,2.3694
83.236,-472.99,-1917.4,2.4159
63.201,-474.2,-1918.1,2.4635
46.16,-819.07,-826.62,2.5114
0,0,0,2.5587
-21.606,-0.54312,959.23,2.6076
14.823,0.31049,-479.44,2.6558
-9.3127,-0.2341,413.13,2.7049
463.09,7.76,-477.53,2.7537
6.0239,-479.34,0,2.8024
1183.9,-2943.2,-500.01,2.8519
1596.7,-4377.4,-85.452,2.9016
2089.9,-5832.3,-2606.4,2.9533
2924.6,-6268.7,-4334.5,3.0037
2102.6,-4799.1,-4380.8,3.0548
3333.7,-7746.6,-8865,3.1056
2610,-6899.3,-10386,3.1566
2672.1,-5421.7,-12113,3.2083
2085.4,-7495.3,-15022,3.26
3312.1,-7449.8,-20075,3.313
3098.3,-6669.4,-18069,3.3659
1557.2,-6289.1,-16209,3.4184
2457.1,-6286.6,-16470,3.4712
2179.5,-7224.1,-18492,3.5245
2583.1,-4183.3,-15969,3.5808
1775.7,-4745.5,-13561,3.6342
1875.1,-3060.6,-10240,3.6897
3256.6,-3669.7,-8638.5,3.745
1582.8,-976.77,-4096.8,3.8017
1167.3,-2754,-380.81,3.8557
70.613,-2065.3,-4997.1,3.9132
68.377,-43.393,736.49,3.9712
0,0,0,4.0277
-1585.1,-10.951,-611.04,4.0844
-1375.5,872.92,3587.9,4.1423
-1666.7,2022.1,2728.1,4.2039
-2707.4,2599.1,4847.1,4.2615
-1063.5,5121,6171.5,4.3203
-3704.6,7726.9,11415,4.3808
-2558.4,9688.9,8818.2,4.4378
-4496.5,10094,12051,4.4976
-6489.5,12696,12591,4.556
-7209.9,11545,9151.2,4.6169
-8823.6,9633.5,8870.9,4.6769
-10402,11818,8442.2,4.7375
-11752,12733,8196.7,4.8011
-5907.2,11495,1304.3,4.8613
-7571.4,11844,-2694.4,4.9241
-9735.7,10873,-3872,4.9873
-6888.8,9167.8,-4278.7,5.0495
-6857.2,8878.3,-5005.9,5.1162
-3940.2,7705.9,-6204.9,5.1806
-299.73,3501.8,-3445.1,5.2424
